strategy_id,strategy_name,symbol,name,entry_type,signal_date,entry_date,exit_date,score,entry_price,exit_price,stop_price,hold_days,return_pct,max_favorable_excursion_pct,max_adverse_excursion_pct,exit_reason,signal_close,signal_low
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-10-27,2025-10-28,2025-11-13,0.501717,33.81,31.7814,31.7814,13,-6.000000000000005,8.547766932860101,-6.152026027802426,stop_loss,33.8,30.38
box_rebound_v1,箱体反抽 V1,300928.SZ,华安鑫创,box,2025-08-08,2025-08-11,2025-09-02,0.505576,35.67,33.5298,33.5298,17,-6.000000000000005,5.634987384356593,-6.363891225119156,stop_loss,35.72,34.27
box_rebound_v1,箱体反抽 V1,300928.SZ,华安鑫创,box,2025-08-18,2025-08-19,2025-09-02,0.576142,36.01,33.8494,33.8494,11,-6.000000000000005,4.637600666481534,-7.247986670369344,stop_loss,35.86,34.85
box_rebound_v1,箱体反抽 V1,300928.SZ,华安鑫创,box,2026-01-23,2026-01-26,2026-01-29,0.514904,33.82,31.7908,31.7908,4,-6.000000000000005,0.6209343583678306,-7.007687758722647,stop_loss,33.89,32.1
box_rebound_v1,箱体反抽 V1,300928.SZ,华安鑫创,box,2026-02-10,2026-02-11,2026-02-13,0.540575,33.78,33.65,31.7532,3,-0.384843102427479,1.1841326228537508,-1.1249259917110788,end_of_data,33.82,31.27
box_rebound_v1,箱体反抽 V1,300929.SZ,华骐环保,box,2023-03-09,2023-03-10,2023-03-14,0.520691,12.96,12.1824,12.1824,3,-6.000000000000005,2.2376543209876365,-6.172839506172845,stop_loss,12.95,12.18
box_rebound_v1,箱体反抽 V1,300929.SZ,华骐环保,box,2023-07-19,2023-07-20,2023-08-16,0.536235,11.85,11.61,11.139,20,-2.0253164556962022,3.3755274261603407,-2.700421940928277,max_hold,11.84,11.37
box_rebound_v1,箱体反抽 V1,300929.SZ,华骐环保,box,2023-08-21,2023-08-22,2023-09-18,0.48495,12.29,11.99,11.552599999999998,20,-2.4410089503661414,6.83482506102524,-4.963384865744502,max_hold,12.46,11.49
box_rebound_v1,箱体反抽 V1,300929.SZ,华骐环保,box,2024-12-12,2024-12-13,2024-12-17,0.579123,10.48,9.8512,9.8512,3,-6.000000000000005,0.190839694656475,-8.587786259541986,stop_loss,10.48,9.56
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2022-07-27,2022-07-28,2022-08-24,0.479184,8.28,7.92,7.783199999999999,20,-4.347826086956519,8.454106280193251,-5.314009661835739,max_hold,8.26,7.5
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2023-06-30,2023-07-03,2023-07-28,0.481494,7.85,8.56,7.379,20,9.044585987261168,15.923566878980887,-3.94904458598726,max_hold,7.85,7.11
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2023-12-01,2023-12-04,2023-12-26,0.51115,8.58,8.065199999999999,8.065199999999999,17,-6.000000000000016,1.1655011655011591,-8.158508158508159,stop_loss,8.58,8.43
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2024-11-07,2024-11-08,2024-11-18,0.541683,7.22,6.7868,6.7868,7,-6.000000000000005,2.4930747922437657,-7.479224376731297,stop_loss,7.18,6.47
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2025-06-24,2025-06-25,2025-07-22,0.504658,7.3,8.12,6.861999999999999,20,11.232876712328752,18.63013698630138,-1.3698630136986245,max_hold,7.24,6.75
box_rebound_v1,箱体反抽 V1,300931.SZ,通用电梯,box,2025-08-18,2025-08-19,2025-08-20,0.484024,9.44,8.8736,8.8736,2,-5.999999999999995,14.618644067796629,-6.991525423728817,stop_loss,9.42,8.65
box_rebound_v1,箱体反抽 V1,300932.SZ,三友联众,box,2024-09-26,2024-09-27,2024-10-31,0.496578,10.77,13.54,10.1238,20,25.719591457753022,45.77530176415969,-1.578458681522743,max_hold,10.74,9.81
box_rebound_v1,箱体反抽 V1,300932.SZ,三友联众,box,2024-11-25,2024-11-26,2024-12-23,0.49597,14.92,15.31,14.0248,20,2.613941018766752,12.466487935656833,-5.026809651474529,max_hold,15.08,13.24
box_rebound_v1,箱体反抽 V1,300933.SZ,中辰股份,box,2022-08-17,2022-08-18,2022-08-24,0.467581,9.48,8.9112,8.9112,5,-6.000000000000016,2.215189873417711,-9.071729957805918,stop_loss,9.58,8.6
box_rebound_v1,箱体反抽 V1,300933.SZ,中辰股份,box,2023-01-05,2023-01-06,2023-02-09,0.460228,8.5,8.68,7.989999999999999,20,2.117647058823535,5.294117647058805,-4.705882352941182,max_hold,8.56,7.31
box_rebound_v1,箱体反抽 V1,300933.SZ,中辰股份,box,2023-02-08,2023-02-09,2023-02-20,0.59821,8.77,8.243799999999998,8.243799999999998,8,-6.000000000000016,1.3683010262257822,-6.385404789053572,stop_loss,8.83,8.1
box_rebound_v1,箱体反抽 V1,300933.SZ,中辰股份,box,2024-09-27,2024-09-30,2024-11-01,0.518247,6.33,6.51,5.9502,20,2.843601895734582,31.753554502369678,-2.6856240126382325,max_hold,6.11,5.39
box_rebound_v1,箱体反抽 V1,300933.SZ,中辰股份,box,2025-08-18,2025-08-19,2025-09-15,0.577131,8.53,8.65,8.018199999999998,20,1.406799531066838,9.378663540445498,-2.9308323563892125,max_hold,8.5,7.93
box_rebound_v1,箱体反抽 V1,300935.SZ,盈建科,box,2025-02-14,2025-02-17,2025-02-28,0.558201,25.64,24.1016,24.1016,10,-6.000000000000016,6.084243369734788,-8.81435257410297,stop_loss,25.4,21.8
box_rebound_v1,箱体反抽 V1,300935.SZ,盈建科,box,2025-06-06,2025-06-09,2025-07-04,0.554661,22.88,24.19,21.5072,20,5.725524475524479,9.877622377622377,-1.660839160839156,max_hold,22.86,21.3
box_rebound_v1,箱体反抽 V1,300935.SZ,盈建科,box,2025-09-30,2025-10-09,2025-10-09,0.521368,29.4,27.636,27.636,1,-6.000000000000005,1.122448979591839,-6.5986394557823065,stop_loss,29.19,24.1
box_rebound_v1,箱体反抽 V1,300936.SZ,中英科技,box,2022-12-15,2022-12-16,2022-12-21,0.593998,27.8,26.132,26.132,4,-6.000000000000005,0.0,-7.194244604316546,stop_loss,28.29,25.5
box_rebound_v1,箱体反抽 V1,300936.SZ,中英科技,box,2023-02-03,2023-02-06,2023-03-03,0.526859,28.19,33.12,26.4986,20,17.48847108903866,34.764100744945026,-3.5118836466832226,max_hold,28.24,26.08
box_rebound_v1,箱体反抽 V1,300936.SZ,中英科技,box,2025-03-13,2025-03-14,2025-03-24,0.466521,44.16,41.5104,41.5104,7,-5.999999999999995,8.42391304347827,-9.873188405797109,stop_loss,47.0,37.34
box_rebound_v1,箱体反抽 V1,300937.SZ,药易购,box,2023-07-24,2023-07-25,2023-07-28,0.528076,34.92,32.8248,32.8248,4,-6.000000000000016,0.9450171821305808,-12.886597938144329,stop_loss,35.53,31.35
box_rebound_v1,箱体反抽 V1,300937.SZ,药易购,box,2025-07-11,2025-07-14,2025-08-08,0.667624,29.57,31.19,27.7958,20,5.478525532634437,7.7443354751437266,-4.193439296584378,max_hold,29.57,27.55
box_rebound_v1,箱体反抽 V1,300938.SZ,信测标准,box,2023-03-31,2023-04-03,2023-04-04,0.507013,40.42,37.9948,37.9948,2,-6.000000000000005,1.2864918357248678,-6.704601682335476,stop_loss,40.42,36.92
box_rebound_v1,箱体反抽 V1,300938.SZ,信测标准,box,2024-12-05,2024-12-06,2025-01-03,0.636157,24.58,25.54,23.1052,20,3.905614320585849,12.28641171684297,-2.9698942229454683,max_hold,24.57,20.88
box_rebound_v1,箱体反抽 V1,300938.SZ,信测标准,box,2025-01-06,2025-01-07,2025-02-11,0.566877,27.26,31.86,25.6244,20,16.874541452677903,25.421863536316923,-2.6045487894350683,max_hold,27.25,24.14
box_rebound_v1,箱体反抽 V1,300938.SZ,信测标准,box,2025-09-17,2025-09-18,2025-09-22,0.516138,27.22,25.5868,25.5868,3,-6.000000000000005,3.416605437178544,-11.939750183688467,stop_loss,27.28,23.81
box_rebound_v1,箱体反抽 V1,300938.SZ,信测标准,box,2025-10-28,2025-10-29,2025-11-25,0.491786,27.06,30.95,25.4364,20,14.37546193643755,31.8920916481892,-0.406504065040647,max_hold,27.24,24.74
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2023-03-29,2023-03-30,2023-04-14,0.649163,34.75,32.665,32.665,11,-6.000000000000005,0.0,-7.136690647482002,stop_loss,34.79,30.4
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2023-11-07,2023-11-08,2023-11-13,0.53361,38.51,36.1994,36.1994,4,-6.000000000000005,2.129317060503766,-6.517787587639568,stop_loss,38.85,32.68
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2023-11-23,2023-11-24,2023-12-05,0.553375,39.2,36.848,36.848,8,-6.000000000000005,15.73979591836734,-6.81122448979592,stop_loss,38.6,35.7
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2024-07-25,2024-07-26,2024-08-05,0.509271,30.81,28.9614,28.9614,7,-6.000000000000005,13.502109704641342,-6.134371957156759,stop_loss,31.42,27.01
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2024-12-25,2024-12-26,2024-12-31,0.460903,36.11,33.9434,33.9434,4,-6.000000000000005,5.150927720852949,-9.27720852949322,stop_loss,36.38,32.59
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2025-12-10,2025-12-11,2025-12-15,0.466733,37.59,35.3346,35.3346,3,-6.000000000000005,1.4099494546421676,-6.27826549614261,stop_loss,37.09,32.0
box_rebound_v1,箱体反抽 V1,300939.SZ,秋田微,box,2026-01-14,2026-01-15,2026-01-30,0.549462,37.34,35.0996,35.0996,12,-6.000000000000005,5.677557579003745,-7.659346545259793,stop_loss,37.41,34.12
box_rebound_v1,箱体反抽 V1,300941.SZ,创识科技,box,2023-03-13,2023-03-14,2023-03-16,0.664291,24.44,22.9736,22.9736,3,-6.000000000000005,0.9819967266775808,-6.914893617021278,stop_loss,24.39,22.23
