strategy_id,strategy_name,symbol,name,signal_date,score,entry_type,signal_open,signal_high,signal_low,signal_close,eligible_execution,ret_1d_pct,vol_ratio_20,box_quality_60,handle_quality_10,alpha_vs_hs300_10d_pct,diag_highwin_shared_cls_prob,diag_highwin_shared_reg_score,branch_trend_lgbm_cls_prob,branch_trend_lgbm_reg_score
dedicated_trend,趋势专属分支,600795.SH,国电电力,2022-04-28,0.277584,trend,8.325496,8.733038,8.238166,8.733038,True,4.895105,2.607994,0.546467,0.135,24.56274,,,0.277584,0.116862
dedicated_trend,趋势专属分支,601838.SH,成都银行,2022-04-28,0.246269,trend,19.012247,19.787548,18.803957,19.764405,True,7.421384,1.334623,0.472305,0.117059,14.144811,,,0.246269,0.106557
dedicated_trend,趋势专属分支,601800.SH,中国交建,2022-04-28,0.204115,trend,12.745638,14.018889,12.680007,14.018889,True,6.906907,1.75415,0.404906,0.105,11.881921,,,0.204115,0.076025
dedicated_trend,趋势专属分支,600486.SH,扬农化工,2022-04-29,0.203538,trend,333.596118,346.336815,323.639985,344.419143,True,3.423523,1.309552,0.504775,0.137078,14.452415,,,0.203538,0.096117
dedicated_trend,趋势专属分支,000553.SZ,安道麦A,2022-04-29,0.184216,trend,9.39165,9.992219,9.39165,9.930091,True,9.225513,3.704667,0.509299,0.0,21.642834,,,0.184216,0.086357
dedicated_trend,趋势专属分支,603688.SH,石英股份,2022-04-29,0.182075,trend,98.063099,103.544591,95.155525,103.274489,True,5.314323,1.36478,0.449665,0.075,30.947593,,,0.182075,0.085458
dedicated_trend,趋势专属分支,600018.SH,上港集团,2022-05-05,0.239696,trend,8.407955,9.160694,8.393753,9.089681,True,7.925801,1.4971,0.528646,0.228252,6.642325,,,0.239696,0.110952
dedicated_trend,趋势专属分支,600177.SH,雅戈尔,2022-05-05,0.232668,trend,24.906679,26.064313,24.906679,25.853834,True,7.906296,3.53209,0.645624,0.06,11.182837,,,0.232668,0.110494
dedicated_trend,趋势专属分支,603529.SH,爱玛科技,2022-05-05,0.209262,trend,45.6,49.65,45.3,49.45,True,8.419206,1.350071,0.280747,0.140419,9.546466,,,0.209262,0.104445
dedicated_trend,趋势专属分支,300635.SZ,中达安,2022-05-06,0.186219,trend,29.019094,30.278687,28.437743,30.278687,True,3.248899,1.356431,0.262514,0.12,13.474677,,,0.186219,0.083204
dedicated_trend,趋势专属分支,603086.SH,先达股份,2022-05-06,0.139654,trend,38.596677,41.693587,38.453301,41.693587,True,4.005722,1.382535,0.255521,0.0,20.49941,,,0.139654,0.072131
dedicated_trend,趋势专属分支,000726.SZ,鲁泰Ａ,2022-05-09,0.211785,trend,10.136173,10.683675,10.136173,10.609688,True,3.612717,1.790548,0.552497,0.0,12.246007,,,0.211785,0.089393
dedicated_trend,趋势专属分支,688122.SH,西部超导,2022-05-09,0.20148,trend,85.260148,90.385907,84.255297,90.162607,True,5.624257,1.434663,0.407671,0.105,17.62142,,,0.20148,0.093156
dedicated_trend,趋势专属分支,600513.SH,联环药业,2022-05-09,0.200004,trend,28.43078,30.584627,28.307703,30.400012,True,6.926407,2.048209,0.489144,0.075,8.969164,,,0.200004,0.085803
dedicated_trend,趋势专属分支,600545.SH,卓郎智能,2022-05-10,0.221319,trend,3.615597,3.83539,3.593618,3.802421,True,3.592814,1.427562,0.285161,0.2012,20.394173,,,0.221319,0.099988
dedicated_trend,趋势专属分支,300170.SZ,汉得信息,2022-05-10,0.188825,trend,54.181151,57.674583,53.456099,57.410928,True,5.961071,1.760967,0.20511,0.105,34.271842,,,0.188825,0.101618
dedicated_trend,趋势专属分支,600729.SH,重庆百货,2022-05-11,0.23815,trend,38.340898,39.203097,37.748137,39.176153,True,2.574956,1.568489,0.551251,0.124416,7.320848,,,0.23815,0.093868
dedicated_trend,趋势专属分支,002294.SZ,信立泰,2022-05-12,0.251794,trend,267.271597,293.541882,266.472067,291.371728,True,8.460884,2.246971,0.53838,0.135962,15.962397,,,0.251794,0.103635
dedicated_trend,趋势专属分支,601238.SH,广汽集团,2022-05-13,0.1945,trend,21.428569,23.274091,21.428569,23.188651,True,9.17136,2.182581,0.486353,0.06,19.780857,,,0.1945,0.101375
